회사명,종목코드,상장일,총자산(요약재무),부채(요약재무),자본금(요약재무),매출액(영업수익),영업이익,당기순이익(포괄손익계산서),영업활동으로인한현금흐름,부채비율(표준재무),ROA(표준재무),ROE(표준재무),EBITDA마진율(표준재무),자기자본비율(표준재무),공모가 (원),공모금액 (천원),Unnamed: 17,총차입금/EBITDA(표준재무),총자산증가율(표준재무),유동자산증가율(표준재무),당좌자산증가율(표준재무),자기자본증가율(표준재무),매출액(영업수익)증가율(표준재무),영업이익증가율(보고서기재)(표준재무),EBITDA증가율(표준재무),순이익증가율(표준재무),순이익률(표준재무),유동비율(표준재무),현금비율(표준재무),유동부채비율(표준재무),이자보상배율(표준재무),재고자산회전율(표준재무),총자산회전율(표준재무),상장유형,증권구분,업종,상장주선인/,최초상장주식수 (주),상장일 시초가,상장일 종가
LG씨엔에스,64400,2025-02-05,3689410848.0,2001846046.0,47198411.0,5112688400.0,373164112.0,273840760.0,99504481.0,118.62,7.52,17.11,9.03,45.74,61900,1199448061,,1.29,2.75,5.25,-2.44,11.48,11.38,17.43,15.89,16.14,5.36,196.1,39.17,82.28,10.43,89.11,1.4,신규상장,주권,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","KB증권(주),메릴린치인터내셔날엘엘씨증권 서울지점,모간스탠리인터내셔날증권회사 서울지점",96885948,60500.0,55800.0
피아이이,452450,2025-02-04,73951444.0,34178740.0,3211800.0,41346168.0,6785278.0,7968857.0,-593710.0,85.94,12.52,22.27,17.94,53.78,5000,18000000,,0.11,38.74,42.58,34.48,25.15,44.59,0.59,4.9,39.13,19.27,174.23,28.86,83.73,128.7,2.69,0.65,신규상장,주권,특수 목적용 기계 제조업,삼성증권(주),35826000,5000.0,4365.0
아이지넷,462980,2025-02-04,8667103.0,54690422.0,2470800.0,3279710.0,-2798992.0,-12123423.0,-4523414.0,-118.83,-123.88,30.27,-76.07,-531.01,7000,14000000,,-0.14,-20.53,-26.2,-26.2,35.02,913.41,-37.44,-40.97,적축,-369.65,13.55,7.45,-116.33,-1.48,,0.34,신규상장,주권,기타 정보 서비스업,한국투자증권(주),18234437,6110.0,4355.0
삼양엔씨켐,482630,2025-02-03,131372235.0,56622875.0,1616190.0,98602887.0,7368213.0,4679609.0,15465299.0,75.75,3.54,6.46,13.54,56.9,18000,19800000,,3.62,-1.13,3.34,44.41,6.61,3.45,218.26,18.24,438.19,4.75,139.22,27.23,55.55,2.73,2.53,0.75,신규상장,주권,기타 화학제품 제조업,KB증권(주),10830140,23650.0,17960.0
와이즈넛,96250,2025-01-24,55359654.0,6619251.0,6038393.0,35202568.0,3454054.0,4267210.0,6005928.0,13.58,8.07,9.22,11.05,88.04,17000,15300000,,0.03,9.77,12.42,12.42,11.26,2.03,14.52,12.65,흑전,12.12,786.85,676.19,12.44,-157.85,,0.67,신규상장,주권,소프트웨어 개발 및 공급업,삼성증권(주),13065612,14020.0,10800.0
데이원컴퍼니,373160,2025-01-24,71724457.0,135579189.0,4245839.0,116589559.0,1094551.0,-7932138.0,13544814.0,-212.32,-11.83,13.28,6.08,-89.03,13000,17693000,,2.36,15.03,28.92,29.1,14.85,12.0,-110.61,-267.87,적축,-6.8,41.15,25.8,-188.06,0.21,103.61,1.74,신규상장,주권,기타 교육기관,"미래에셋증권 주식회사,삼성증권(주)",13605424,10760.0,7800.0
아스테라시스,450950,2025-01-24,16543198.0,9879161.0,2989800.0,17454406.0,1544314.0,861889.0,1477087.0,148.25,5.55,14.28,16.78,40.28,4600,16790000,,2.11,13.91,6.91,-7.09,23.18,12.12,-11.56,3.96,-27.03,4.94,117.78,38.29,142.73,1.81,4.19,1.12,신규상장,주권,의료용 기기 제조업,DB증권주식회사,36514642,7770.0,6640.0
미트박스,475460,2025-01-23,43402763.0,28216549.0,452975.0,66913697.0,2692340.0,3536484.0,2680432.0,185.8,9.72,-39.35,8.3,34.99,19000,19000000,,1.4,47.75,21.99,6.72,-145.79,21.18,126.59,149.08,흑전,5.29,123.58,63.21,151.73,4.36,14.69,1.84,신규상장,주권,기타 정보 서비스업,미래에셋증권 주식회사,5559750,18600.0,14200.0
파인메딕스,387570,2024-12-26,19109971.0,5609308.0,499890.0,10154095.0,1293772.0,189314.0,1549925.0,41.55,0.97,1.41,19.47,70.65,10000,9000000,,2.04,-3.12,10.39,38.09,0.57,24.71,-1823.83,235.33,-78.40,1.86,244.37,63.9,22.53,7.21,5.09,0.52,신규상장,주권,의료용 기기 제조업,한국투자증권(주),5625900,25300.0,16000.0
쓰리에이로직스,177900,2024-12-24,50060296.0,29657732.0,1843420.0,14159386.0,-7952755.0,-18877063.0,-2299813.0,145.36,-33.74,-109.46,-21.79,40.76,11000,20431400,,-9.07,-19.05,-20.58,-12.98,44.82,-24.43,861.14,-170.46,적확,-133.32,177.63,83.32,81.07,-3.91,1.96,0.25,신규상장,주권,반도체 제조업,"신한투자증권 주식회사,미래에셋증권 주식회사",9286800,14060.0,9130.0
온코닉테라퓨틱스,476060,2024-12-19,37547576.0,57237237.0,2890000.0,21056033.0,2230939.0,1682463.0,4139804.0,-290.7,4.92,-8.08,12.78,-52.44,13000,20150000,,0.13,21.48,9.19,9.19,-10.24,22064.25,-115.04,-118.39,흑전,7.99,53.95,52.8,-289.54,1.26,,0.62,신규상장,주권,자연과학 및 공학 연구개발업,엔에이치투자증권(주),10803960,18000.0,17300.0
온코크로스,382150,2024-12-18,16752106.0,650874.0,5196124.0,91524.0,-6566877.0,-5369588.0,-5728019.0,4.04,-42.81,-49.79,-6696.03,96.11,7300,10387900,,-0.02,101.01,123.41,152.28,194.51,-39.08,-10.91,-12.48,적축,-5866.86,2447.44,2428.86,4.04,-171.41,,0.01,신규상장,주권,자연과학 및 공학 연구개발업,미래에셋증권 주식회사,11857937,12650.0,8960.0
벡트,457600,2024-12-16,28744432.0,18754089.0,1016500.0,45260940.0,2734144.0,1602757.0,-2321568.0,187.72,5.79,18.56,7.57,34.76,3900,18525000,,5.8,8.13,18.72,-53.68,37.21,2.07,15.81,13.47,35.50,3.54,99.55,0.52,182.06,3.12,3.42,1.64,신규상장,주권,영상 및 음향기기 제조업,신한투자증권 주식회사,13707500,9960.0,7730.0
엠앤씨솔루션,484870,2024-12-16,328756466.0,246964076.0,530260.0,183449862.0,20656060.0,14531236.0,38884617.0,301.94,3.55,8.2,17.55,24.88,65000,156000000,,0.32,-32.84,-8.72,-12.65,-69.98,45.67,78.78,49.61,-9.80,7.92,90.28,34.81,300.47,19.59,3.26,0.45,신규상장,주권,특수 목적용 기계 제조업,KB증권(주),9153900,58000.0,51800.0
위츠,459100,2024-11-20,57411520.0,30505787.0,5163000.0,81124191.0,2841485.0,2639765.0,14216929.0,113.38,4.0,10.46,7.02,46.86,6400,19200000,,2.27,-22.88,-29.42,-29.67,14.27,13.91,-60.64,-44.62,-59.94,3.25,157.91,49.59,105.19,6.31,152.79,1.23,신규상장,주권,전자부품 제조업,신한투자증권 주식회사,12416000,6780.0,14690.0
사이냅소프트,466410,2024-11-19,41025285.0,7659685.0,1998362.0,12723598.0,6433407.0,6214844.0,6401744.0,22.96,15.92,20.41,54.45,81.33,24500,24745000,,0.71,10.66,29.38,16.19,21.15,15.87,37.12,34.04,40.77,48.85,381.57,226.93,13.59,22.61,,0.33,신규상장,주권,소프트웨어 개발 및 공급업,엔에이치투자증권(주),5037023,21000.0,18490.0
엠오티,413390,2024-11-18,93315336.0,59892426.0,4888840.0,73729714.0,4305420.0,2647487.0,-12763521.0,179.2,3.34,8.29,7.92,35.82,10000,17500000,,7.33,42.72,81.01,69.32,9.9,16.46,254.27,133.34,388.19,3.59,148.09,50.72,131.23,2.59,133.82,0.93,신규상장,주권,특수 목적용 기계 제조업,한국투자증권(주),11580180,8450.0,7800.0
에스켐,475660,2024-11-18,27418451.0,31042627.0,1913235.0,24408053.0,1923560.0,-861593.0,2550657.0,-856.54,-3.25,26.98,17.57,-13.22,10000,19500000,,1.98,7.16,9.79,61.81,31.19,36.39,-150.78,-310.94,적축,-3.53,27.59,4.07,-794.63,1.15,5.65,0.92,신규상장,주권,기타 화학제품 제조업,엔에이치투자증권(주),7781835,10730.0,7090.0
쓰리빌리언,394800,2024-11-14,22859144.0,11072848.0,2591393.0,2730329.0,-8352273.0,-5092007.0,-4874376.0,93.95,-20.16,-36.24,-253.68,51.56,4500,14400000,,-0.11,-17.36,-24.07,-24.83,-27.75,229.57,1.56,-4.77,적확,-186.5,167.36,154.21,92.07,-131.72,7.39,0.11,신규상장,주권,의료용 기기 제조업,한국투자증권(주),31444038,5410.0,4100.0
닷밀,464580,2024-11-13,27562808.0,26890409.0,3054660.0,18780048.0,809378.0,-1213002.0,-2345937.0,3999.17,-5.53,-94.05,16.89,2.44,13000,15600000,,2.41,69.25,641.11,973.38,-64.74,76.87,-135.57,-386.77,적축,-6.46,152.8,80.62,1318.34,0.81,200.34,0.86,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",미래에셋증권 주식회사,9147948,9520.0,8610.0
노머스,473980,2024-11-12,48410580.0,8811235.0,116248.0,37507202.0,925203.0,-30179695.0,-15676020.0,22.25,-72.98,-909.03,3.48,81.8,30200,34126000,,0.29,41.18,18.36,13.64,-220.15,121.65,-108.98,-113.04,적확,-80.46,348.61,162.98,19.78,0.51,27.45,0.91,신규상장,주권,창작 및 예술관련 서비스업,대신증권(주),10709617,21500.0,19400.0
에어레인,163280,2024-11-08,45222577.0,11131656.0,706148.0,16343932.0,240059.0,-15060341.0,4510816.0,32.65,-38.9,-124.17,9.47,75.38,23000,27600000,,2.11,40.4,64.1,72.99,-446.7,26.32,-76.19,-15.44,적확,-92.15,292.52,201.0,23.67,0.07,4.61,0.42,신규상장,주권,일반 목적용 기계 제조업,신영증권(주),8174789,16450.0,17590.0
토모큐브,475960,2024-11-07,19762955.0,2055222.0,2612438.0,3747265.0,-6180243.0,-23550198.0,-5400635.0,11.61,-105.1,465.12,-135.12,89.6,16000,32000000,,-0.22,-21.11,-30.73,-32.5,-163.62,100.28,4.03,-3.12,적전,-628.46,861.27,656.78,9.96,-1.21,1.48,0.17,신규상장,주권,사진장비 및 광학기기 제조업,대신증권(주),12731194,12250.0,10070.0
더본코리아,475560,2024-11-06,193594164.0,68377331.0,2049725.0,388087963.0,23924282.0,19325524.0,29692378.0,54.61,10.86,17.16,7.74,64.68,34000,102000000,,0.32,19.2,60.1,62.42,25.19,47.4,2.51,-3.52,35.52,4.98,190.48,151.27,44.18,51.29,43.25,2.18,신규상장,주권,상품 종합 도매업,"한국투자증권(주),엔에이치투자증권(주)",14466030,46350.0,51400.0
에이치이엠파마,376270,2024-11-05,27823768.0,10446763.0,3122064.0,5344041.0,-11761260.0,-11666505.0,-5269412.0,60.12,-37.24,-62.04,-174.22,62.45,23000,16031000,,-0.85,-20.13,-52.26,-52.89,-14.12,45.7,-11.19,-13.77,적축,-218.31,127.33,94.66,49.55,-142.92,24.39,0.17,신규상장,주권,자연과학 및 공학 연구개발업,신한투자증권 주식회사,6962039,20500.0,16400.0
탑런토탈솔루션,336680,2024-11-01,185765745.0,101609847.0,517720.0,117035701.0,4812855.0,5535707.0,6923499.0,120.74,3.47,6.75,5.81,45.3,18000,45000000,,11.33,39.29,51.53,74.48,5.45,87.77,-1043.19,2641.54,95.80,4.73,89.69,17.54,98.69,1.54,13.9,0.73,신규상장,주권,전자부품 제조업,KB증권(주),19572779,15120.0,13740.0
에이럭스,475580,2024-11-01,32681792.0,7071462.0,2331011.0,29426927.0,2542848.0,2972686.0,2865467.0,27.61,10.73,23.42,10.87,78.36,16000,24000000,,0.39,43.74,76.21,43.09,-11498.94,97.22,633.78,342.61,161.97,10.1,305.24,173.27,26.04,1.7,10.09,1.06,신규상장,주권,그외 기타 제품 제조업,한국투자증권(주),13237930,12460.0,9880.0
성우,458650,2024-10-31,128247716.0,43202584.0,194285.0,109601611.0,14720669.0,13578818.0,18166588.0,50.8,11.68,19.16,17.73,66.31,32000,96000000,,1.54,22.89,43.24,42.56,50.03,1.79,-33.37,-25.12,-30.83,12.39,245.53,74.02,34.06,12.03,19.17,0.94,신규상장,주권,일차전지 및 이차전지 제조업,한국투자증권(주),15045670,32000.0,28000.0
클로봇,466100,2024-10-28,31829783.0,5923976.0,942697.0,13443364.0,-5296140.0,-22332974.0,-2324715.0,22.87,-92.74,-349.72,-35.57,81.39,13000,39000000,,-0.2,94.89,87.2,84.16,-297.25,88.16,105.98,112.24,적확,-166.13,484.9,392.98,18.23,-74.92,219.21,0.56,신규상장,주권,소프트웨어 개발 및 공급업,미래에셋증권 주식회사,23942906,12500.0,10070.0
웨이비스,289930,2024-10-25,54027078.0,37190225.0,5442706.0,16889542.0,-9520136.0,-15019486.0,-8426266.0,220.89,-29.7,-459.71,-29.72,31.16,15000,22350000,,-5.16,14.68,48.26,25.7,-263.42,256.49,-32.92,-50.58,적축,-88.93,95.32,44.0,171.23,-2.41,1.62,0.33,신규상장,주권,반도체 제조업,대신증권(주),12420111,18010.0,10890.0
씨메스,475400,2024-10-24,25992616.0,4441343.0,4529700.0,7639315.0,-8866460.0,-14512166.0,-7072605.0,20.61,-50.15,-164.02,-101.94,82.91,30000,78000000,,-0.41,-18.47,-35.47,-36.65,-658.91,63.98,51.08,51.03,적확,-189.97,945.44,707.35,8.41,-5.24,6.08,0.26,신규상장,주권,특수 목적용 기계 제조업,"유진투자증권(주),삼성증권(주)",11437710,35600.0,23100.0
한켐,457370,2024-10-22,30916488.0,10212030.0,3189567.0,26940819.0,5021084.0,4160973.0,865318.0,49.32,15.36,23.6,23.51,66.97,18000,28800000,,1.11,32.89,71.43,93.13,42.22,25.23,36.5,30.68,30.73,15.44,323.26,87.87,29.85,16.32,3.05,0.99,신규상장,주권,기초 화학물질 제조업,신영증권(주),8027134,32500.0,22800.0
루미르,474170,2024-10-21,46679313.0,14521356.0,7341348.0,12126540.0,-3023273.0,-5920131.0,4984351.0,45.16,-16.92,1524.59,-19.9,68.89,12000,28800000,,-2.68,100.27,86.11,139.78,-197.64,90.47,25.1,25.94,적축,-48.82,234.58,192.05,41.13,-9.83,6.61,0.35,신규상장,주권,"항공기,우주선 및 부품 제조업",엔에이치투자증권(주),17154696,14000.0,14910.0
와이제이링크,209640,2024-10-18,56783476.0,23846237.0,656180.0,48640528.0,5349347.0,4218931.0,4863001.0,72.4,6.94,15.74,12.47,58.0,12000,42720000,,2.84,-12.25,-30.87,-35.44,59.47,-13.88,-44.85,-40.87,-49.68,8.67,201.13,35.29,39.12,3.84,9.83,0.8,신규상장,주권,특수 목적용 기계 제조업,KB증권(주),14221573,12760.0,21800.0
인스피언,465480,2024-10-18,24815084.0,5890148.0,236500.0,16083458.0,4032585.0,5055914.0,4763365.0,31.12,23.21,30.83,26.79,76.26,12000,27000000,,0.58,32.37,-12.76,-3.28,36.45,11.22,36.2,33.0,81.45,31.44,152.03,96.99,29.5,34.66,,0.74,신규상장,주권,소프트웨어 개발 및 공급업,한국투자증권(주),10137772,20000.0,15820.0
셀비온,308430,2024-10-16,11345578.0,3848094.0,5385340.0,1471257.0,-5043268.0,-3632827.0,-3935741.0,51.33,-33.98,-70.98,-300.8,66.08,15000,28665000,,-0.35,13.04,19.01,23.42,173.79,-16.54,-4.9,-2.42,적축,-246.92,585.44,479.39,20.51,-35.98,2.48,0.14,신규상장,주권,의약품 제조업,대신증권(주),12739009,25400.0,20650.0
제닉스,381620,2024-09-30,58995643.0,38810956.0,398000.0,61300434.0,3188518.0,3131960.0,756019.0,192.28,5.5,17.11,6.26,34.21,40000,26400000,,4.27,7.29,8.42,182.19,22.9,18.5,70.81,37.62,673.73,5.11,111.37,2.09,172.14,4.87,3.08,1.08,신규상장,주권,특수 목적용 기계 제조업,신영증권(주),4372640,19673.0,15339.0
아이언디바이스,464500,2024-09-23,18381980.0,4052254.0,5281632.0,6232339.0,-3517400.0,-3926782.0,-722591.0,28.28,-29.43,-66.65,-50.81,77.96,7000,21000000,,-0.56,121.44,125.74,427.62,-662.65,14.63,132.93,123.19,적확,-63.01,758.18,612.83,14.3,-3.93,1.95,0.47,신규상장,주권,반도체 제조업,대신증권(주),13653263,18000.0,10900.0
아이스크림미디어,461300,2024-08-30,114476104.0,30926325.0,5301716.0,123055438.0,34045031.0,30234638.0,30120286.0,37.02,30.21,44.11,31.22,72.98,32000,78700000,,0.06,33.55,34.7,36.01,56.09,18.16,11.35,12.36,34.96,24.57,302.61,169.0,36.2,397.95,25.55,1.23,신규상장,주권,소프트웨어 개발 및 공급업,삼성증권(주),13063433,29700.0,22500.0
이엔셀,456070,2024-08-23,43981151.0,5964819.0,4415688.0,10525887.0,-11755057.0,-5053520.0,-6440273.0,15.69,-10.24,-71.27,-71.4,86.44,15300,23972040,,-0.59,-19.66,-27.54,-27.1,-259.49,42.87,26.19,18.33,적축,-48.01,836.05,681.43,7.21,-6.09,6.0,0.21,신규상장,주권,기초 의약물질 제조업,엔에이치투자증권(주),9349954,35100.0,17200.0
M83,476080,2024-08-22,26932097.0,6806934.0,312000.0,25877967.0,4444033.0,4930057.0,7169697.0,33.82,20.23,38.92,20.91,74.73,16000,24000000,,0.23,23.51,38.26,46.18,286.19,116.83,186.57,149.1,235.78,19.05,240.23,215.43,24.08,27.81,,1.06,신규상장,주권,"영화, 비디오물, 방송프로그램 제작 및 배급업",신영증권(주),7785000,26000.0,22300.0
티디에스팜,464280,2024-08-21,33970008.0,11025465.0,500000.0,30049355.0,5016415.0,4687962.0,3293664.0,48.05,14.55,22.73,20.09,67.54,13000,13000000,,1.18,11.49,36.38,39.26,25.32,17.43,32.69,19.64,35.66,15.6,243.21,150.38,43.87,16.64,12.91,0.93,신규상장,주권,의약품 제조업,한국투자증권(주),5530000,27000.0,52000.0
케이쓰리아이,431190,2024-08-20,14442522.0,2680155.0,3022221.0,13058877.0,1115791.0,1185232.0,-1520835.0,22.79,10.95,15.76,11.47,81.44,15500,21700000,,0.4,100.56,58.86,32.28,258.51,21.58,-36.19,-27.1,-20.51,9.08,382.72,230.23,18.96,45.98,,1.21,신규상장,주권,소프트웨어 개발 및 공급업,하나증권주식회사,7486442,15800.0,10550.0
넥스트바이오메디컬,389650,2024-08-20,29643392.0,35544392.0,3174033.0,4882233.0,-5226500.0,-7521513.0,-4159998.0,-602.35,-24.35,244.41,-97.48,-19.91,29000,29000000,,-2.42,-7.76,2.56,1.41,2224.68,74.67,-9.39,-10.28,적확,-154.06,53.18,42.3,-572.54,-9.1,2.38,0.16,신규상장,주권,의료용 기기 제조업,한국투자증권(주),8008066,27000.0,23700.0
전진건설로봇,79900,2024-08-19,157583434.0,53749930.0,5336612.0,158079710.0,32920654.0,28933077.0,36667283.0,51.77,19.31,29.5,21.72,65.89,16500,50781225,,0.57,10.9,15.79,33.22,12.46,12.14,18.34,17.61,24.53,18.3,203.37,66.96,50.12,52.21,3.67,1.06,신규상장,주권,특수 목적용 기계 제조업,미래에셋증권 주식회사,15360574,27500.0,20550.0
유라클,88340,2024-08-16,24675315.0,8231932.0,2051919.0,37140303.0,3422490.0,4639551.0,3216432.0,50.06,19.08,32.22,11.84,66.64,21000,15771000,,0.23,2.99,-0.48,7.23,33.05,4.47,57.36,14.57,110.00,12.49,407.7,206.47,27.84,18.09,273.81,1.53,신규상장,주권,소프트웨어 개발 및 공급업,키움증권(주),4330068,27900.0,21000.0
뱅크웨어글로벌,199480,2024-08-12,45309103.0,34545320.0,4279494.0,71472857.0,-3079253.0,-7370755.0,-2887613.0,320.94,-15.66,-183.35,-2.56,23.76,16000,22400000,,-5.78,-7.17,-17.89,-26.3,-495.17,0.97,-50.65,-67.19,적축,-10.31,187.61,63.48,171.28,-1.5,,1.52,신규상장,주권,소프트웨어 개발 및 공급업,미래에셋증권 주식회사,10000988,15990.0,15750.0
아이빔테크놀로지,460470,2024-08-06,16531124.0,3713813.0,6332300.0,4495089.0,-2905070.0,-5043516.0,-3446180.0,28.97,-28.27,140.14,-40.01,77.53,10000,22340000,,-1.35,-13.66,-20.9,-25.9,-164.04,235.98,-12.78,-27.12,적축,-112.2,822.25,608.91,10.32,-1.81,3.45,0.25,신규상장,주권,사진장비 및 광학기기 제조업,삼성증권(주),14965620,10000.0,13360.0
피앤에스미캐닉스,460940,2024-07-31,9172362.0,1468836.0,2540620.0,6009352.0,1319755.0,1410470.0,806835.0,19.07,16.1,20.5,23.93,83.99,22000,29700000,,0.54,9.91,12.36,3.07,27.22,15.24,-34.51,-32.09,-6.16,23.47,543.33,386.49,16.76,32.06,6.74,0.69,신규상장,주권,의료용 기기 제조업,키움증권(주),6471740,30000.0,25050.0
산일전기,62040,2024-07-29,191302264.0,65396358.0,2394520.0,214537830.0,46604558.0,39051132.0,35204737.0,51.94,24.16,46.03,23.02,65.82,35000,266000000,,0.37,44.95,41.26,51.75,187.71,99.25,282.54,235.58,850.53,18.2,195.12,43.61,42.03,26.19,5.42,1.33,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",미래에셋증권 주식회사,30445200,44900.0,50200.0
엑셀세라퓨틱스,373110,2024-07-15,10576653.0,8079996.0,4581836.0,1123898.0,-8672161.0,-9243547.0,-6737999.0,323.63,-70.71,-167.21,-630.35,23.61,10000,16180000,,-0.92,-32.07,-38.66,-44.49,-70.83,10.18,4.59,4.2,적확,-822.45,80.77,25.03,217.8,-30.47,1.51,0.09,신규상장,주권,기초 의약물질 제조업,대신증권(주),10830212,12480.0,8330.0
시프트업,462870,2024-07-11,203918102.0,22859818.0,9916152.0,168594168.0,111062582.0,106690578.0,100440073.0,12.63,72.13,99.16,67.44,88.79,60000,435000000,,0.08,121.88,156.04,175.15,430.65,155.16,508.1,446.95,흑전,63.28,1582.29,1044.48,6.19,126.64,,1.14,신규상장,주권,소프트웨어 개발 및 공급업,"한국투자증권(주),제이피모간증권회사 서울지점,엔에이치투자증권(주)",58025720,79900.0,71000.0
하스,450330,2024-07-03,29453127.0,13843927.0,2985854.0,14974220.0,1886507.0,2093843.0,1434291.0,88.69,8.62,15.64,19.28,53.0,16000,28960000,,4.17,54.02,48.99,82.79,39.73,5.94,-43.26,-30.35,-24.62,13.98,79.69,27.72,61.39,6.49,5.36,0.62,신규상장,주권,의료용품 및 기타 의약 관련제품 제조업,삼성증권(주),7836009,27600.0,17150.0
이노스페이스,462350,2024-07-02,24013447.0,4189938.0,8022600.0,231425.0,-16041214.0,-83246975.0,-13395581.0,21.14,-350.7,260.18,-6081.04,82.55,43300,57589000,,-0.1,2.35,3.37,1.4,-123.65,-32.37,-34.05,-38.44,적확,-35971.47,565.31,516.49,11.8,-147.25,0.54,0.01,신규상장,주권,"항공기,우주선 및 부품 제조업",미래에셋증권 주식회사,9375694,43900.0,34450.0
에이치브이엠,295310,2024-06-28,85200793.0,54819517.0,4723188.0,41457405.0,3728072.0,-6055728.0,897471.0,180.44,-7.85,-32.73,14.75,35.66,18000,43200000,,5.78,23.37,28.82,-9.21,358.53,16.82,211.51,108.39,적확,-14.61,122.06,13.72,127.98,1.92,1.46,0.54,신규상장,주권,1차 비철금속 제조업,엔에이치투자증권(주),11901931,28650.0,20200.0
팡스카이,266350,2024-06-28,13146223.0,12770076.0,3873846.0,20706204.0,1415861.0,389687.0,578824.0,3394.96,5.93,207.2,17.48,2.86,-,-,,1.2,,,,,,,,,1.88,69.3,1.32,3252.67,2.26,,3.15,신규상장,주권,소프트웨어 개발 및 공급업,키움증권(주),7895050,,
하이젠알앤엠,160190,2024-06-27,106658712.0,62545016.0,13693000.0,76060495.0,4315961.0,2613831.0,6548472.0,141.78,2.41,6.11,7.63,41.36,7000,23800000,,6.98,-3.53,-7.59,-7.97,6.53,-12.63,-13.12,-9.36,-30.67,3.44,167.27,88.27,62.8,2.01,5.75,0.7,신규상장,주권,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",한국투자증권(주),30888000,18000.0,15160.0
에스오에스랩,464080,2024-06-25,25838937.0,5965188.0,1546914.0,4103272.0,-8326528.0,6020142.0,-8797062.0,30.02,28.56,-31.32,-186.41,76.91,11500,23000000,,-0.47,58.28,70.43,77.76,-134.08,75.64,-13.33,-16.29,흑전,146.72,512.05,369.01,22.68,-4.35,1.43,0.19,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",한국투자증권(주),17529140,20850.0,14420.0
씨어스테크놀로지,458870,2024-06-19,17146656.0,9038169.0,5477440.0,1885010.0,-9803411.0,-9916946.0,-7895405.0,111.47,-51.6,-75.94,-467.61,47.29,17000,22100000,,-0.71,-19.47,-50.63,-56.36,-54.97,63.5,22.69,17.85,적확,-526.1,87.25,61.56,82.99,-46.58,2.13,0.1,신규상장,주권,의료용 기기 제조업,한국투자증권(주),12293880,34450.0,18500.0
라메디텍,462510,2024-06-17,11277657.0,2726345.0,3656898.0,2918222.0,-3525650.0,-8304700.0,-3759711.0,31.88,-86.81,518.77,-110.67,75.83,16000,20768000,,-0.45,43.55,57.9,84.74,-172.76,41.95,5.44,3.89,적확,-284.58,735.3,510.6,13.85,-3.61,1.88,0.31,신규상장,주권,의료용 기기 제조업,대신증권(주),8650735,50000.0,24550.0
그리드위즈,453450,2024-06-14,99879997.0,21294432.0,1303550.0,58166448.0,-3694233.0,3418451.0,3490115.0,27.1,3.38,7.18,-3.27,78.68,40000,56000000,,-2.39,-2.65,-26.37,-44.82,371.36,10.86,-251.87,-145.66,-14.20,5.88,174.55,34.46,21.32,-1.13,12.09,0.57,신규상장,주권,"그외 기타 전문, 과학 및 기술 서비스업",삼성증권(주),7942750,60600.0,49500.0
노브랜드,145170,2024-05-23,267233009.0,169381300.0,3478064.0,453411665.0,7810845.0,842349.0,-16068243.0,173.1,0.32,0.87,2.0,36.62,14000,16800000,,10.57,3.5,6.46,15.52,1.5,-18.44,-76.6,-73.87,-97.13,0.19,111.77,2.91,140.43,1.39,5.62,1.73,신규상장,주권,편조의복 제조업,삼성증권(주),7651263,16194.0,28365.0
아이씨티케이,456010,2024-05-17,10412812.0,1004538.0,5552248.0,6187514.0,-2364615.0,-9030707.0,-1176808.0,10.68,-89.17,83.16,-28.88,90.35,20000,39400000,,-0.04,5.81,0.13,6.57,-130.22,141.05,-29.09,-39.74,적축,-145.95,1008.65,529.67,8.41,-1.55,3.76,0.61,신규상장,주권,반도체 제조업,엔에이치투자증권(주),13124496,19990.0,28700.0
HD현대마린솔루션,443060,2024-05-08,586880983.0,332924679.0,20000000.0,1145160303.0,185602954.0,143474007.0,97898569.0,131.1,26.81,62.89,16.88,43.27,83400,742260000,,0.58,21.38,17.53,2.21,25.55,5.95,23.23,23.44,26.30,12.53,149.55,20.92,126.32,44.62,8.05,2.14,신규상장,주권,"건축기술, 엔지니어링 및 관련 기술 서비스업","신한투자증권 주식회사,하나증권주식회사,유비에스증권 리미티드 서울지점,CS증권 서울지점,제이피모간증권회사 서울지점,KB증권(주)",44450000,119900.0,163900.0
코칩,126730,2024-05-07,34589380.0,12040676.0,3479230.0,32912375.0,4235080.0,4627927.0,7971528.0,53.4,14.41,23.27,16.88,65.19,18000,27000000,,1.38,16.76,-2.32,25.09,30.88,-15.07,-41.94,-34.77,-14.67,14.06,159.26,8.01,49.12,7.08,2.49,1.03,신규상장,주권,전자부품 제조업,한국투자증권(주),8503460,33000.0,28450.0
민테크,452200,2024-05-03,41418390.0,26269132.0,1885530.0,17547075.0,-6601202.0,-8503803.0,-3399408.0,173.4,-24.58,-876.08,-34.05,36.58,10500,31500000,,-1.54,49.15,38.69,36.14,-214.7,47.27,138.98,163.37,적확,-48.46,152.18,116.53,120.24,-2.41,6.9,0.51,신규상장,주권,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",KB증권(주),21945300,14900.0,12880.0
